# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	7485	8465	+							MARPI_RS00060	981		old_locus_tag=Marpi_0011
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	7485	8465	+	WP_014295543.1	WP_014295543.1		2-hydroxyacid dehydrogenase			MARPI_RS00060	981	326	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	8698	9474	+							MARPI_RS00065	777		old_locus_tag=Marpi_0012
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	8698	9474	+	WP_238528147.1	WP_238528147.1		PhoH family protein			MARPI_RS00065	777	258	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	9461	10828	+							MARPI_RS00070	1368		old_locus_tag=Marpi_0013
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	9461	10828	+	WP_014295545.1	WP_014295545.1		HDIG domain-containing protein			MARPI_RS00070	1368	455	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	10818	11249	+					ybeY		MARPI_RS00075	432		old_locus_tag=Marpi_0014
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	10818	11249	+	WP_014295546.1	WP_014295546.1		rRNA maturation RNase YbeY	ybeY		MARPI_RS00075	432	143	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	11414	12658	+							MARPI_RS00080	1245		old_locus_tag=Marpi_0015
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	11414	12658	+	WP_014295547.1	WP_014295547.1		DUF1015 family protein			MARPI_RS00080	1245	414	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	12679	13683	-					tdt		MARPI_RS00085	1005		old_locus_tag=Marpi_0016
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	12679	13683	-	WP_014295548.1	WP_014295548.1		tellurite-resistance/dicarboxylate transporter	tdt		MARPI_RS00085	1005	334	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	13704	14033	-							MARPI_RS00090	330		old_locus_tag=Marpi_0017
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	13704	14033	-	WP_014295549.1	WP_014295549.1		metalloregulator ArsR/SmtB family transcription factor			MARPI_RS00090	330	109	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	14315	14554	+							MARPI_RS00095	240		old_locus_tag=Marpi_0018
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	14315	14554	+	WP_014295550.1	WP_014295550.1		sulfurtransferase TusA family protein			MARPI_RS00095	240	79	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	14579	15598	+							MARPI_RS00100	1020		old_locus_tag=Marpi_0019
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	14579	15598	+	WP_014295551.1	WP_014295551.1		YeeE/YedE family protein			MARPI_RS00100	1020	339	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	15639	16109	+							MARPI_RS00105	471		old_locus_tag=Marpi_0020
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	15639	16109	+	WP_014295552.1	WP_014295552.1		Rhodanese-related sulfurtransferase			MARPI_RS00105	471	156	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	16141	16494	+							MARPI_RS00110	354		old_locus_tag=Marpi_0021
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	16141	16494	+	WP_041638396.1	WP_041638396.1		DsrE family protein			MARPI_RS00110	354	117	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	16505	16861	+							MARPI_RS00115	357		old_locus_tag=Marpi_0022
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	16505	16861	+	WP_014295554.1	WP_014295554.1		intracellular sulfur oxidation protein			MARPI_RS00115	357	118	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	16872	17141	+					tusB		MARPI_RS00120	270		old_locus_tag=Marpi_0023
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	16872	17141	+	WP_014295555.1	WP_014295555.1		sulfurtransferase complex subunit TusB	tusB		MARPI_RS00120	270	89	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	17277	18638	+					lpdA		MARPI_RS00125	1362		old_locus_tag=Marpi_0024
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	17277	18638	+	WP_014295556.1	WP_014295556.1		dihydrolipoyl dehydrogenase	lpdA		MARPI_RS00125	1362	453	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	18682	19254	-							MARPI_RS00130	573		old_locus_tag=Marpi_0025
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	18682	19254	-	WP_014295557.1	WP_014295557.1		sulfurtransferase TusA family protein			MARPI_RS00130	573	190	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	19427	20107	+					sfsA		MARPI_RS00135	681		old_locus_tag=Marpi_0026
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	19427	20107	+	WP_014295558.1	WP_014295558.1		DNA/RNA nuclease SfsA	sfsA		MARPI_RS00135	681	226	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	20095	20670	+							MARPI_RS00140	576		old_locus_tag=Marpi_0027
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	20095	20670	+	WP_014295559.1	WP_014295559.1		HD domain-containing protein			MARPI_RS00140	576	191	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	20702	21145	-							MARPI_RS00145	444		old_locus_tag=Marpi_0028
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	20702	21145	-	WP_014295560.1	WP_014295560.1		SRPBCC domain-containing protein			MARPI_RS00145	444	147	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	21231	22259	+					ltaE		MARPI_RS00150	1029		old_locus_tag=Marpi_0029
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	21231	22259	+	WP_014295561.1	WP_014295561.1		low-specificity L-threonine aldolase	ltaE		MARPI_RS00150	1029	342	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	22264	22755	+							MARPI_RS10540	492		old_locus_tag=Marpi_0030
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	22264	22755	+	WP_014295562.1	WP_014295562.1		permease			MARPI_RS10540	492	163	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	22752	23252	+							MARPI_RS00160	501		old_locus_tag=Marpi_0031
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	22752	23252	+	WP_014295563.1	WP_014295563.1		hypothetical protein			MARPI_RS00160	501	166	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	23274	23825	-							MARPI_RS00165	552		old_locus_tag=Marpi_0032
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	23274	23825	-	WP_014295564.1	WP_014295564.1		NUDIX domain-containing protein			MARPI_RS00165	552	183	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	23885	24640	-							MARPI_RS00170	756		old_locus_tag=Marpi_0033
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	23885	24640	-	WP_014295565.1	WP_014295565.1		hypothetical protein			MARPI_RS00170	756	251	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	24702	26069	-							MARPI_RS00175	1368		old_locus_tag=Marpi_0034
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	24702	26069	-	WP_014295566.1	WP_014295566.1		glutamate mutase L			MARPI_RS00175	1368	455	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	26069	27214	-							MARPI_RS00180	1146		old_locus_tag=Marpi_0035
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	26069	27214	-	WP_014295567.1	WP_014295567.1		pyridoxal phosphate-dependent aminotransferase			MARPI_RS00180	1146	381	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	27391	28689	-					murA		MARPI_RS00185	1299		old_locus_tag=Marpi_0036
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	27391	28689	-	WP_014295568.1	WP_014295568.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA		MARPI_RS00185	1299	432	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	28718	29308	-							MARPI_RS00190	591		old_locus_tag=Marpi_0037
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	28718	29308	-	WP_014295569.1	WP_014295569.1		diguanylate cyclase			MARPI_RS00190	591	196	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	29328	30140	-							MARPI_RS00195	813		old_locus_tag=Marpi_0038
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	29328	30140	-	WP_148265113.1	WP_148265113.1		hypothetical protein			MARPI_RS00195	813	270	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	30103	30930	-							MARPI_RS00200	828		old_locus_tag=Marpi_0039
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	30103	30930	-	WP_014295571.1	WP_014295571.1		Cof-type HAD-IIB family hydrolase			MARPI_RS00200	828	275	
gene	tRNA	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	31003	31078	-							MARPI_RS00205	76		old_locus_tag=Marpi_0040
tRNA		GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	31003	31078	-				tRNA-Ala			MARPI_RS00205	76		anticodon=GGC
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	31130	32068	-							MARPI_RS10545	939		old_locus_tag=Marpi_0041
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	31130	32068	-	WP_014295572.1	WP_014295572.1		PD-(D/E)XK nuclease family protein			MARPI_RS10545	939	312	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	32145	34094	+							MARPI_RS00215	1950		old_locus_tag=Marpi_0042
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	32145	34094	+	WP_014295573.1	WP_014295573.1		IGHMBP2 family helicase			MARPI_RS00215	1950	649	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	34287	35516	+					fabF		MARPI_RS00220	1230		old_locus_tag=Marpi_0043
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	34287	35516	+	WP_014295574.1	WP_014295574.1		beta-ketoacyl-ACP synthase II	fabF		MARPI_RS00220	1230	409	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	35532	36377	+							MARPI_RS00225	846		old_locus_tag=Marpi_0044
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	35532	36377	+	WP_014295575.1	WP_014295575.1		DegV family protein			MARPI_RS00225	846	281	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	36368	36796	+					fabZ		MARPI_RS00230	429		old_locus_tag=Marpi_0045
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	36368	36796	+	WP_014295576.1	WP_014295576.1		3-hydroxyacyl-ACP dehydratase FabZ	fabZ		MARPI_RS00230	429	142	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	36798	37679	+							MARPI_RS00235	882		old_locus_tag=Marpi_0046
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	36798	37679	+	WP_014295577.1	WP_014295577.1		3-oxoacyl-ACP synthase III			MARPI_RS00235	882	293	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	37672	38601	+							MARPI_RS00240	930		old_locus_tag=Marpi_0047
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	37672	38601	+	WP_014295578.1	WP_014295578.1		nitronate monooxygenase			MARPI_RS00240	930	309	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	38598	39488	+					fabD		MARPI_RS00245	891		old_locus_tag=Marpi_0048
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	38598	39488	+	WP_014295579.1	WP_014295579.1		ACP S-malonyltransferase	fabD		MARPI_RS00245	891	296	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	39602	40219	+					pcp		MARPI_RS00250	618		old_locus_tag=Marpi_0049
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	39602	40219	+	WP_014295580.1	WP_014295580.1		pyroglutamyl-peptidase I	pcp		MARPI_RS00250	618	205	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	40285	41355	+							MARPI_RS00255	1071		old_locus_tag=Marpi_0050
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	40285	41355	+	WP_014295581.1	WP_014295581.1		Rpn family recombination-promoting nuclease/putative transposase			MARPI_RS00255	1071	356	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	41495	42316	+					aroF		MARPI_RS00260	822		old_locus_tag=Marpi_0051
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	41495	42316	+	WP_014295582.1	WP_014295582.1		3-deoxy-7-phosphoheptulonate synthase	aroF		MARPI_RS00260	822	273	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	42313	43581	+					aroA		MARPI_RS00265	1269		old_locus_tag=Marpi_0052
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	42313	43581	+	WP_014295583.1	WP_014295583.1		3-phosphoshikimate 1-carboxyvinyltransferase	aroA		MARPI_RS00265	1269	422	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	43594	44751	+							MARPI_RS00270	1158		old_locus_tag=Marpi_0053
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	43594	44751	+	WP_014295584.1	WP_014295584.1		exonuclease SbcCD subunit D			MARPI_RS00270	1158	385	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	44738	47536	+							MARPI_RS00275	2799		old_locus_tag=Marpi_0054
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	44738	47536	+	WP_014295585.1	WP_014295585.1		SMC family ATPase			MARPI_RS00275	2799	932	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	47568	49367	-							MARPI_RS00280	1800		old_locus_tag=Marpi_0055
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	47568	49367	-	WP_014295586.1	WP_014295586.1		PQQ-binding-like beta-propeller repeat protein			MARPI_RS00280	1800	599	
gene	tRNA	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	49636	49712	-							MARPI_RS00285	77		old_locus_tag=Marpi_0056
tRNA		GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	49636	49712	-				tRNA-Ile			MARPI_RS00285	77		anticodon=CAT
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	49791	50000	+							MARPI_RS00290	210		old_locus_tag=Marpi_0057
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	49791	50000	+	WP_014295587.1	WP_014295587.1		hypothetical protein			MARPI_RS00290	210	69	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	50117	50629	+							MARPI_RS00295	513		old_locus_tag=Marpi_0058
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	50117	50629	+	WP_014295588.1	WP_014295588.1		adenine phosphoribosyltransferase			MARPI_RS00295	513	170	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	50663	52030	+							MARPI_RS00300	1368		old_locus_tag=Marpi_0059
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	50663	52030	+	WP_014295589.1	WP_014295589.1		glucose-6-phosphate isomerase			MARPI_RS00300	1368	455	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	52027	52599	+					coaE		MARPI_RS00305	573		old_locus_tag=Marpi_0060
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	52027	52599	+	WP_014295590.1	WP_014295590.1		dephospho-CoA kinase	coaE		MARPI_RS00305	573	190	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	52675	53970	+							MARPI_RS00310	1296		old_locus_tag=Marpi_0061
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	52675	53970	+	WP_014295591.1	WP_014295591.1		ABC transporter substrate-binding protein			MARPI_RS00310	1296	431	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	54129	54701	+							MARPI_RS00315	573		old_locus_tag=Marpi_0062
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	54129	54701	+	WP_014295592.1	WP_014295592.1		TetR/AcrR family transcriptional regulator			MARPI_RS00315	573	190	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	54873	55811	+							MARPI_RS00320	939		old_locus_tag=Marpi_0063
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	54873	55811	+	WP_014295593.1	WP_014295593.1		inorganic phosphate transporter family protein			MARPI_RS00320	939	312	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	55859	56503	+							MARPI_RS00325	645		old_locus_tag=Marpi_0064
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	55859	56503	+	WP_014295594.1	WP_014295594.1		TIGR00153 family protein			MARPI_RS00325	645	214	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	56651	58660	+							MARPI_RS00330	2010		old_locus_tag=Marpi_0065
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	56651	58660	+	WP_014295595.1	WP_014295595.1		adenylate/guanylate cyclase domain-containing protein			MARPI_RS00330	2010	669	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	58632	59831	+							MARPI_RS10550	1200		old_locus_tag=Marpi_0066
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	58632	59831	+	WP_014295596.1	WP_014295596.1		HD domain-containing protein			MARPI_RS10550	1200	399	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	59824	60477	+							MARPI_RS00340	654		old_locus_tag=Marpi_0067
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	59824	60477	+	WP_014295597.1	WP_014295597.1		DUF3307 domain-containing protein			MARPI_RS00340	654	217	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	60482	62629	+							MARPI_RS00345	2148		old_locus_tag=Marpi_0068
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	60482	62629	+	WP_014295598.1	WP_014295598.1		FecR domain-containing protein			MARPI_RS00345	2148	715	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	62639	63907	+							MARPI_RS00350	1269		old_locus_tag=Marpi_0069
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	62639	63907	+	WP_014295599.1	WP_014295599.1		HD-GYP domain-containing protein			MARPI_RS00350	1269	422	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	64005	65378	+					dnaX		MARPI_RS00355	1374		old_locus_tag=Marpi_0070
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	64005	65378	+	WP_014295600.1	WP_014295600.1		DNA polymerase III subunit gamma/tau	dnaX		MARPI_RS00355	1374	457	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	65396	67999	+							MARPI_RS10555	2604		old_locus_tag=Marpi_0071
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	65396	67999	+	WP_014295601.1	WP_014295601.1		glycosyltransferase family 2 protein			MARPI_RS10555	2604	867	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	68044	68607	+					frr		MARPI_RS00365	564		old_locus_tag=Marpi_0072
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	68044	68607	+	WP_014295602.1	WP_014295602.1		ribosome recycling factor	frr		MARPI_RS00365	564	187	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	68646	69332	+					uppS		MARPI_RS00370	687		old_locus_tag=Marpi_0073
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	68646	69332	+	WP_041638668.1	WP_041638668.1		polyprenyl diphosphate synthase	uppS		MARPI_RS00370	687	228	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	69301	70164	+							MARPI_RS00375	864		old_locus_tag=Marpi_0074
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	69301	70164	+	WP_014295604.1	WP_014295604.1		phosphatidate cytidylyltransferase			MARPI_RS00375	864	287	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	70180	72786	+					alaS		MARPI_RS00380	2607		old_locus_tag=Marpi_0075
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	70180	72786	+	WP_014295605.1	WP_014295605.1		alanine--tRNA ligase	alaS		MARPI_RS00380	2607	868	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	72801	74084	+							MARPI_RS00385	1284		old_locus_tag=Marpi_0076
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	72801	74084	+	WP_014295606.1	WP_014295606.1		ArsB/NhaD family transporter			MARPI_RS00385	1284	427	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	74094	74393	+					gatC		MARPI_RS00390	300		old_locus_tag=Marpi_0077
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	74094	74393	+	WP_014295607.1	WP_014295607.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatC		MARPI_RS00390	300	99	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	74396	74734	+							MARPI_RS00395	339		old_locus_tag=Marpi_0078
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	74396	74734	+	WP_014295608.1	WP_014295608.1		YraN family protein			MARPI_RS00395	339	112	
gene	protein_coding	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	74815	76494	+							MARPI_RS00400	1680		old_locus_tag=Marpi_0079
CDS	with_protein	GCF_000255135.1	Primary Assembly	chromosome		NC_016751.1	74815	76494	+	WP_014295609.1	WP_014295609.1		phospho-sugar mutase			MARPI_RS00400	1680	559	
