# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	6432	7070	+							AA81_RS04340	639		old_locus_tag=AA81_04280
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	6432	7070	+	WP_103898318.1	WP_103898318.1		hypothetical protein			AA81_RS04340	639	212	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	7084	8232	+							AA81_RS04345	1149		old_locus_tag=AA81_04285
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	7084	8232	+	WP_169999610.1	WP_169999610.1		type II secretion system F family protein			AA81_RS04345	1149	382	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	8258	8635	+							AA81_RS04350	378		old_locus_tag=AA81_04290
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	8258	8635	+	WP_012208462.1	WP_012208462.1		hypothetical protein			AA81_RS04350	378	125	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	8664	9113	+							AA81_RS04355	450		old_locus_tag=AA81_04295
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	8664	9113	+	WP_103898320.1	WP_103898320.1		hypothetical protein			AA81_RS04355	450	149	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	9094	9504	+							AA81_RS04360	411		old_locus_tag=AA81_04300
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	9094	9504	+	WP_012208464.1	WP_012208464.1		hypothetical protein			AA81_RS04360	411	136	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	9501	10085	+							AA81_RS04365	585		old_locus_tag=AA81_04305
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	9501	10085	+	WP_012208465.1	WP_012208465.1		hypothetical protein			AA81_RS04365	585	194	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	10316	10524	+							AA81_RS04370	209		partial;old_locus_tag=AA81_04310
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000099.1	10316	10524	+	WP_146050341.1	WP_146050341.1		Rpn family recombination-promoting nuclease/putative transposase			AA81_RS04370	209	69	partial
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000158.1	326	1576	-							AA81_RS07705	1251		old_locus_tag=AA81_07570
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000158.1	326	1576	-	WP_103898711.1	WP_103898711.1		transposase			AA81_RS07705	1251	416	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	1	550	-							AA81_RS04155	550		partial;old_locus_tag=AA81_04095
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	1	550	-	WP_146050339.1	WP_146050339.1		DUF4912 domain-containing protein			AA81_RS04155	550	183	partial
gene	tRNA	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	789	864	+							AA81_RS04160	76		old_locus_tag=AA81_04100
tRNA		GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	789	864	+				tRNA-Pro			AA81_RS04160	76		anticodon=TGG
gene	tRNA	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	878	953	+							AA81_RS04165	76		old_locus_tag=AA81_04105
tRNA		GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	878	953	+				tRNA-Gly			AA81_RS04165	76		anticodon=TCC
gene	tRNA	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	954	1029	+							AA81_RS04170	76		old_locus_tag=AA81_04110
tRNA		GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	954	1029	+				tRNA-Arg			AA81_RS04170	76		anticodon=TCT
gene	tRNA	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	1038	1112	+							AA81_RS04175	75		old_locus_tag=AA81_04115
tRNA		GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	1038	1112	+				tRNA-His			AA81_RS04175	75		anticodon=GTG
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	1130	2335	-							AA81_RS04180	1206		
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	1130	2335	-	WP_103898298.1	WP_103898298.1		L,D-transpeptidase family protein			AA81_RS04180	1206	401	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	2268	3467	-					coaBC		AA81_RS04185	1200		old_locus_tag=AA81_04125
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	2268	3467	-	WP_103898299.1	WP_103898299.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC		AA81_RS04185	1200	399	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	3475	4878	-					gltX		AA81_RS04190	1404		old_locus_tag=AA81_04130
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	3475	4878	-	WP_103898300.1	WP_103898300.1		glutamate--tRNA ligase	gltX		AA81_RS04190	1404	467	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	4875	5402	-							AA81_RS04195	528		old_locus_tag=AA81_04135
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	4875	5402	-	WP_103078515.1	WP_103078515.1		TIGR00725 family protein			AA81_RS04195	528	175	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	5408	6061	-					lptB		AA81_RS04200	654		old_locus_tag=AA81_04140
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	5408	6061	-	WP_245863441.1	WP_245863441.1		LPS export ABC transporter ATP-binding protein	lptB		AA81_RS04200	654	217	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	6130	6612	-							AA81_RS04205	483		old_locus_tag=AA81_04145
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	6130	6612	-	WP_103078517.1	WP_103078517.1		OmpH family outer membrane protein			AA81_RS04205	483	160	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	6647	7369	-					rlmB		AA81_RS04210	723		old_locus_tag=AA81_04150
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	6647	7369	-	WP_103898302.1	WP_103898302.1		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB		AA81_RS04210	723	240	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	7342	7761	-							AA81_RS04215	420		old_locus_tag=AA81_04155
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	7342	7761	-	WP_103077748.1	WP_103077748.1		ribonuclease III			AA81_RS04215	420	139	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	7758	8915	-							AA81_RS04220	1158		old_locus_tag=AA81_04160
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000096.1	7758	8915	-	WP_103078519.1	WP_103078519.1		glycosyltransferase family 4 protein			AA81_RS04220	1158	385	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	1	780	+							AA81_RS05130	780		partial;old_locus_tag=AA81_05035
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	1	780	+	WP_146050348.1	WP_146050348.1		flippase-like domain-containing protein			AA81_RS05130	780	259	partial
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	781	1809	-					glpX		AA81_RS05135	1029		old_locus_tag=AA81_05040
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	781	1809	-	WP_103898435.1	WP_103898435.1		class II fructose-bisphosphatase	glpX		AA81_RS05135	1029	342	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	2242	3660	+							AA81_RS05140	1419		old_locus_tag=AA81_05045
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	2242	3660	+	WP_103898436.1	WP_103898436.1		aminopeptidase			AA81_RS05140	1419	472	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	3669	4220	+							AA81_RS05145	552		old_locus_tag=AA81_05050
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	3669	4220	+	WP_103898437.1	WP_103898437.1		hypothetical protein			AA81_RS05145	552	183	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	4222	4929	+							AA81_RS05150	708		old_locus_tag=AA81_05055
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	4222	4929	+	WP_103898438.1	WP_103898438.1		hypothetical protein			AA81_RS05150	708	235	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	4942	5340	-					atpC		AA81_RS05155	399		old_locus_tag=AA81_05060
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	4942	5340	-	WP_103898439.1	WP_103898439.1		ATP synthase F1 subunit epsilon	atpC		AA81_RS05155	399	132	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	5366	6769	-					atpD		AA81_RS05160	1404		old_locus_tag=AA81_05065
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	5366	6769	-	WP_103076363.1	WP_103076363.1		F0F1 ATP synthase subunit beta	atpD		AA81_RS05160	1404	467	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	6781	7608	-					atpG		AA81_RS05165	828		old_locus_tag=AA81_05070
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	6781	7608	-	WP_103898440.1	WP_103898440.1		ATP synthase F1 subunit gamma	atpG		AA81_RS05165	828	275	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	7624	9138	-					atpA		AA81_RS05170	1515		old_locus_tag=AA81_05075
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	7624	9138	-	WP_103898441.1	WP_103898441.1		F0F1 ATP synthase subunit alpha	atpA		AA81_RS05170	1515	504	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	9128	9700	-					atpH		AA81_RS05175	573		old_locus_tag=AA81_05080
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	9128	9700	-	WP_103076366.1	WP_103076366.1		ATP synthase F1 subunit delta	atpH		AA81_RS05175	573	190	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	9700	10191	-					atpF		AA81_RS05180	492		old_locus_tag=AA81_05085
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	9700	10191	-	WP_103898442.1	WP_103898442.1		F0F1 ATP synthase subunit B	atpF		AA81_RS05180	492	163	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	10242	10532	-							AA81_RS05185	291		old_locus_tag=AA81_05090
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	10242	10532	-	WP_211286452.1	WP_211286452.1		F0F1 ATP synthase subunit C			AA81_RS05185	291	96	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	10582	11400	-					atpB		AA81_RS05190	819		old_locus_tag=AA81_05095
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	10582	11400	-	WP_103898443.1	WP_103898443.1		F0F1 ATP synthase subunit A	atpB		AA81_RS05190	819	272	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	11431	11733	-							AA81_RS05195	303		old_locus_tag=AA81_05100
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	11431	11733	-	WP_103898444.1	WP_103898444.1		hypothetical protein			AA81_RS05195	303	100	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	11705	11983	-							AA81_RS05200	279		old_locus_tag=AA81_05105
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	11705	11983	-	WP_103076370.1	WP_103076370.1		AtpZ/AtpI family protein			AA81_RS05200	279	92	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	12444	12668	-							AA81_RS14540	225		old_locus_tag=AA81_05110
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	12444	12668	-	WP_245863469.1	WP_245863469.1		protease complex subunit PrcB family protein			AA81_RS14540	225	74	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	13212	14360	+							AA81_RS05210	1149		old_locus_tag=AA81_05115
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	13212	14360	+	WP_012208584.1	WP_012208584.1		RNA-guided endonuclease TnpB family protein			AA81_RS05210	1149	382	
gene	pseudogene	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	14567	14755	+							AA81_RS05215	189		partial;pseudo;old_locus_tag=AA81_05120
CDS	without_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000115.1	14567	14755	+				amidohydrolase			AA81_RS05215	189		partial;pseudo
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	138	1166	-							AA81_RS03295	1029		old_locus_tag=AA81_03240
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	138	1166	-	WP_103898186.1	WP_103898186.1		D-isomer specific 2-hydroxyacid dehydrogenase family protein			AA81_RS03295	1029	342	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	1184	2602	-					gndA		AA81_RS03300	1419		old_locus_tag=AA81_03245
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	1184	2602	-	WP_103898191.1	WP_103898191.1		NADP-dependent phosphogluconate dehydrogenase	gndA		AA81_RS03300	1419	472	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	2687	3511	-							AA81_RS03305	825		old_locus_tag=AA81_03250
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	2687	3511	-	WP_103898187.1	WP_103898187.1		SDR family oxidoreductase			AA81_RS03305	825	274	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	3802	4527	+							AA81_RS03310	726		old_locus_tag=AA81_03255
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	3802	4527	+	WP_103898188.1	WP_103898188.1		metallophosphoesterase			AA81_RS03310	726	241	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	4731	6608	+							AA81_RS03315	1878		old_locus_tag=AA81_03260
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	4731	6608	+	WP_103898189.1	WP_103898189.1		BMP family ABC transporter substrate-binding protein			AA81_RS03315	1878	625	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	6729	7433	-							AA81_RS03320	705		old_locus_tag=AA81_03265
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	6729	7433	-	WP_245863414.1	WP_245863414.1		HAD family hydrolase			AA81_RS03320	705	234	
gene	pseudogene	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	7411	8025	-							AA81_RS03325	615		partial;pseudo;old_locus_tag=AA81_03270
CDS	without_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000071.1	7411	8025	-				cell division protein FtsH			AA81_RS03325	615		partial;pseudo
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	1	1426	-					murJ		AA81_RS11365	1426		partial;old_locus_tag=AA81_11170
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	1	1426	-	WP_103899079.1	WP_103899079.1		murein biosynthesis integral membrane protein MurJ	murJ		AA81_RS11365	1426	475	partial
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	1447	2076	-					upp		AA81_RS11370	630		old_locus_tag=AA81_11175
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	1447	2076	-	WP_103899080.1	WP_103899080.1		uracil phosphoribosyltransferase	upp		AA81_RS11370	630	209	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	2104	3039	-							AA81_RS11375	936		old_locus_tag=AA81_11180
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	2104	3039	-	WP_103899081.1	WP_103899081.1		1-phosphofructokinase family hexose kinase			AA81_RS11375	936	311	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	3058	3966	-							AA81_RS11380	909		old_locus_tag=AA81_11185
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	3058	3966	-	WP_245863617.1	WP_245863617.1		aldo/keto reductase			AA81_RS11380	909	302	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	4445	5278	+							AA81_RS11385	834		old_locus_tag=AA81_11190
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	4445	5278	+	WP_103899082.1	WP_103899082.1		HAD-IIA family hydrolase			AA81_RS11385	834	277	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	5502	6023	+							AA81_RS11390	522		old_locus_tag=AA81_11195
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	5502	6023	+	WP_103899083.1	WP_103899083.1		methionine synthase			AA81_RS11390	522	173	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	6013	8340	+							AA81_RS11395	2328		old_locus_tag=AA81_11200
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	6013	8340	+	WP_245863618.1	WP_245863618.1		homocysteine S-methyltransferase family protein			AA81_RS11395	2328	775	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	8822	9897	+					glnA		AA81_RS11400	1076		partial;old_locus_tag=AA81_11205
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000231.1	8822	9897	+	WP_103899085.1	WP_103899085.1		type I glutamate--ammonia ligase	glnA		AA81_RS11400	1076	358	partial
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000033.1	239	399	-							AA81_RS01470	161		partial
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000033.1	239	399	-	WP_146050314.1	WP_146050314.1		ATP-binding cassette domain-containing protein			AA81_RS01470	161	53	partial
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000033.1	625	1362	-							AA81_RS01480	738		old_locus_tag=AA81_01460
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000033.1	625	1362	-	WP_245855477.1	WP_245855477.1		ABC transporter permease			AA81_RS01480	738	245	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000033.1	1496	1735	-							AA81_RS01485	240		partial;old_locus_tag=AA81_01465
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000033.1	1496	1735	-	WP_146050313.1	WP_146050313.1		ABC transporter permease subunit			AA81_RS01485	240	79	partial
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	225	527	+					rpsT		AA81_RS08710	303		old_locus_tag=AA81_08550
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	225	527	+	WP_103898802.1	WP_103898802.1		30S ribosomal protein S20	rpsT		AA81_RS08710	303	100	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	587	1534	+					trmB		AA81_RS08715	948		old_locus_tag=AA81_08555
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	587	1534	+	WP_103898803.1	WP_103898803.1		tRNA (guanosine(46)-N7)-methyltransferase TrmB	trmB		AA81_RS08715	948	315	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	1534	2538	+							AA81_RS08720	1005		old_locus_tag=AA81_08560
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	1534	2538	+	WP_103898804.1	WP_103898804.1		NAD(P)-dependent glycerol-3-phosphate dehydrogenase			AA81_RS08720	1005	334	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	2592	3041	+							AA81_RS08725	450		old_locus_tag=AA81_08565
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	2592	3041	+	WP_103898805.1	WP_103898805.1		hypothetical protein			AA81_RS08725	450	149	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	3076	3708	-					nth		AA81_RS08730	633		old_locus_tag=AA81_08570
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	3076	3708	-	WP_103898806.1	WP_103898806.1		endonuclease III	nth		AA81_RS08730	633	210	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	4059	5270	+							AA81_RS08735	1212		old_locus_tag=AA81_08575
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	4059	5270	+	WP_169999708.1	WP_169999708.1		nicotinamide-nucleotide amidohydrolase family protein			AA81_RS08735	1212	403	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	5309	7330	+							AA81_RS08740	2022		old_locus_tag=AA81_08580
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000175.1	5309	7330	+	WP_103898808.1	WP_103898808.1		chemotaxis protein CheA			AA81_RS08740	2022	673	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000174.1	135	905	+							AA81_RS08660	771		old_locus_tag=AA81_08500
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000174.1	135	905	+	WP_103898795.1	WP_103898795.1		class I SAM-dependent methyltransferase			AA81_RS08660	771	256	
gene	protein_coding	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000174.1	902	1813	+					miaA		AA81_RS08665	912		old_locus_tag=AA81_08505
CDS	with_protein	GCF_002924615.1	Primary Assembly	unplaced scaffold		NZ_JALY01000174.1	902	1813	+	WP_103898796.1	WP_103898796.1		tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	miaA		AA81_RS08665	912	303	
